Date,Purchase_Bid,Sell_Bid,MCV,Final_Scheduled_Volume,MCP,Weighted_MCP_lag_1,Weighted_MCP_lag_2,Weighted_MCP_lag_3,Weighted_MCP_lag_4,Weighted_MCP_lag_5,Weighted_MCP_lag_6,Weighted_MCP_lag_7,Purchase_Bid_lag_1,Purchase_Bid_lag_2,Purchase_Bid_lag_3,Purchase_Bid_lag_4,Purchase_Bid_lag_5,Purchase_Bid_lag_6,Purchase_Bid_lag_7,Sell_Bid_lag_1,Sell_Bid_lag_2,Sell_Bid_lag_3,Sell_Bid_lag_4,Sell_Bid_lag_5,Sell_Bid_lag_6,Sell_Bid_lag_7
2023-03-31,264591.43,297388.89,154528.75,154528.75,4143.72,5375.79,5635.46,5075.93,4975.2,4019.19,4325.81,4336.88,294357.15,313412.01,303939.42,295958.59,270228.33,272362.13,259211.71,251338.39,267897.94,278863.04,287185.7,331456.27,286110.23,289662.99
2023-04-01,267659.08,303728.33,167206.34,167206.34,4315.02,4111.13,5375.79,5635.46,5075.93,4975.2,4019.19,4325.81,264591.43,294357.15,313412.01,303939.42,295958.59,270228.33,272362.13,297388.89,251338.39,267897.94,278863.04,287185.7,331456.27,286110.23
2023-04-02,259493.48,345940.34,153660.67,153660.67,3504.74,4336.2,4111.13,5375.79,5635.46,5075.93,4975.2,4019.19,267659.08,264591.43,294357.15,313412.01,303939.42,295958.59,270228.33,303728.33,297388.89,251338.39,267897.94,278863.04,287185.7,331456.27
2023-04-03,286805.48,300335.07,161210.88,161041.31,4124.72,3550.58,4336.2,4111.13,5375.79,5635.46,5075.93,4975.2,259493.48,267659.08,264591.43,294357.15,313412.01,303939.42,295958.59,345940.34,303728.33,297388.89,251338.39,267897.94,278863.04,287185.7
2023-04-04,267028.13,292502.09,155332.47,155332.47,4278.65,4154.05,3550.58,4336.2,4111.13,5375.79,5635.46,5075.93,286805.48,259493.48,267659.08,264591.43,294357.15,313412.01,303939.42,300335.07,345940.34,303728.33,297388.89,251338.39,267897.94,278863.04
2023-04-05,264427.61,279036.97,146948.72,146948.72,4342.79,4229.25,4154.05,3550.58,4336.2,4111.13,5375.79,5635.46,267028.13,286805.48,259493.48,267659.08,264591.43,294357.15,313412.01,292502.09,300335.07,345940.34,303728.33,297388.89,251338.39,267897.94
2023-04-06,291391.59,270448.49,158728.22,158728.22,4675.32,4221.88,4229.25,4154.05,3550.58,4336.2,4111.13,5375.79,264427.61,267028.13,286805.48,259493.48,267659.08,264591.43,294357.15,279036.97,292502.09,300335.07,345940.34,303728.33,297388.89,251338.39
2023-04-07,279102.02,298966.81,165202.46,165202.46,4466.46,4491.14,4221.88,4229.25,4154.05,3550.58,4336.2,4111.13,291391.59,264427.61,267028.13,286805.48,259493.48,267659.08,264591.43,270448.49,279036.97,292502.09,300335.07,345940.34,303728.33,297388.89
2023-04-08,301594.97,286010.21,163459.87,163459.87,5344.99,4366.24,4491.14,4221.88,4229.25,4154.05,3550.58,4336.2,279102.02,291391.59,264427.61,267028.13,286805.48,259493.48,267659.08,298966.81,270448.49,279036.97,292502.09,300335.07,345940.34,303728.33
2023-04-09,317519.45,324314.65,188884.55,188884.55,5189.64,4976.43,4366.24,4491.14,4221.88,4229.25,4154.05,3550.58,301594.97,279102.02,291391.59,264427.61,267028.13,286805.48,259493.48,286010.21,298966.81,270448.49,279036.97,292502.09,300335.07,345940.34
2023-04-10,346029.4,274291.17,190835.45,190835.45,6703.17,4979.86,4976.43,4366.24,4491.14,4221.88,4229.25,4154.05,317519.45,301594.97,279102.02,291391.59,264427.61,267028.13,286805.48,324314.65,286010.21,298966.81,270448.49,279036.97,292502.09,300335.07
2023-04-11,322341.52,256427.38,180973.51,180973.51,6813.49,6143.06,4979.86,4976.43,4366.24,4491.14,4221.88,4229.25,346029.4,317519.45,301594.97,279102.02,291391.59,264427.61,267028.13,274291.17,324314.65,286010.21,298966.81,270448.49,279036.97,292502.09
2023-04-12,324841.53,257565.9,174346.6,174346.6,6977.55,6294.93,6143.06,4979.86,4976.43,4366.24,4491.14,4221.88,322341.52,346029.4,317519.45,301594.97,279102.02,291391.59,264427.61,256427.38,274291.17,324314.65,286010.21,298966.81,270448.49,279036.97
2023-04-13,315466.25,235868.11,153461.01,153461.01,6890.49,6282.15,6294.93,6143.06,4979.86,4976.43,4366.24,4491.14,324841.53,322341.52,346029.4,317519.45,301594.97,279102.02,291391.59,257565.9,256427.38,274291.17,324314.65,286010.21,298966.81,270448.49
2023-04-14,313910.33,230192.3,151203.54,151203.54,6903.04,6070.14,6282.15,6294.93,6143.06,4979.86,4976.43,4366.24,315466.25,324841.53,322341.52,346029.4,317519.45,301594.97,279102.02,235868.11,257565.9,256427.38,274291.17,324314.65,286010.21,298966.81
2023-04-15,347326.76,208872.41,146942.69,146942.69,7163.9,6249.03,6070.14,6282.15,6294.93,6143.06,4979.86,4976.43,313910.33,315466.25,324841.53,322341.52,346029.4,317519.45,301594.97,230192.3,235868.11,257565.9,256427.38,274291.17,324314.65,286010.21
2023-04-16,317403.65,233171.53,141071.29,141071.29,6651.62,6320.57,6249.03,6070.14,6282.15,6294.93,6143.06,4979.86,347326.76,313910.33,315466.25,324841.53,322341.52,346029.4,317519.45,208872.41,230192.3,235868.11,257565.9,256427.38,274291.17,324314.65
2023-04-17,340536.55,237998.56,156959.81,150772.92,7037.56,6176.53,6320.57,6249.03,6070.14,6282.15,6294.93,6143.06,317403.65,347326.76,313910.33,315466.25,324841.53,322341.52,346029.4,233171.53,208872.41,230192.3,235868.11,257565.9,256427.38,274291.17
2023-04-18,407246.27,238656.01,163506.87,154544.39,7162.8,6388.54,6176.53,6320.57,6249.03,6070.14,6282.15,6294.93,340536.55,317403.65,347326.76,313910.33,315466.25,324841.53,322341.52,237998.56,233171.53,208872.41,230192.3,235868.11,257565.9,256427.38
2023-04-19,449838.24,219611.01,169131.76,160267.99,7431.81,6740.58,6388.54,6176.53,6320.57,6249.03,6070.14,6282.15,407246.27,340536.55,317403.65,347326.76,313910.33,315466.25,324841.53,238656.01,237998.56,233171.53,208872.41,230192.3,235868.11,257565.9
2023-04-20,395484.17,199264.1,135615.98,128539.44,7063.19,7034.59,6740.58,6388.54,6176.53,6320.57,6249.03,6070.14,449838.24,407246.27,340536.55,317403.65,347326.76,313910.33,315466.25,219611.01,238656.01,237998.56,233171.53,208872.41,230192.3,235868.11
2023-04-21,381797.93,187627.4,122440.93,111034.33,7103.74,6011.26,7034.59,6740.58,6388.54,6176.53,6320.57,6249.03,395484.17,449838.24,407246.27,340536.55,317403.65,347326.76,313910.33,199264.1,219611.01,238656.01,237998.56,233171.53,208872.41,230192.3
2023-04-22,282417.67,213262.31,108660.0,105131.37,6218.66,6065.84,6011.26,7034.59,6740.58,6388.54,6176.53,6320.57,381797.93,395484.17,449838.24,407246.27,340536.55,317403.65,347326.76,187627.4,199264.1,219611.01,238656.01,237998.56,233171.53,208872.41
2023-04-23,211456.79,289100.14,109767.9,109450.4,3919.76,5639.16,6065.84,6011.26,7034.59,6740.58,6388.54,6176.53,282417.67,381797.93,395484.17,449838.24,407246.27,340536.55,317403.65,213262.31,187627.4,199264.1,219611.01,238656.01,237998.56,233171.53
2023-04-24,248288.88,270908.47,128551.11,125255.49,5002.8,3896.09,5639.16,6065.84,6011.26,7034.59,6740.58,6388.54,211456.79,282417.67,381797.93,395484.17,449838.24,407246.27,340536.55,289100.14,213262.31,187627.4,199264.1,219611.01,238656.01,237998.56
2023-04-25,238918.5,295866.06,129752.52,128116.63,4188.0,4910.88,3896.09,5639.16,6065.84,6011.26,7034.59,6740.58,248288.88,211456.79,282417.67,381797.93,395484.17,449838.24,407246.27,270908.47,289100.14,213262.31,187627.4,199264.1,219611.01,238656.01
2023-04-26,240812.7,289393.19,130603.5,128955.35,4218.47,4119.13,4910.88,3896.09,5639.16,6065.84,6011.26,7034.59,238918.5,248288.88,211456.79,282417.67,381797.93,395484.17,449838.24,295866.06,270908.47,289100.14,213262.31,187627.4,199264.1,219611.01
2023-04-27,247486.53,297109.89,131434.63,130158.47,3975.66,4129.08,4119.13,4910.88,3896.09,5639.16,6065.84,6011.26,240812.7,238918.5,248288.88,211456.79,282417.67,381797.93,395484.17,289393.19,295866.06,270908.47,289100.14,213262.31,187627.4,199264.1
2023-04-28,246536.83,277420.62,132027.53,131225.68,4025.2,3874.58,4129.08,4119.13,4910.88,3896.09,5639.16,6065.84,247486.53,240812.7,238918.5,248288.88,211456.79,282417.67,381797.93,297109.89,289393.19,295866.06,270908.47,289100.14,213262.31,187627.4
2023-04-29,237867.75,294989.0,130559.96,130699.33,3790.61,3954.43,3874.58,4129.08,4119.13,4910.88,3896.09,5639.16,246536.83,247486.53,240812.7,238918.5,248288.88,211456.79,282417.67,277420.62,297109.89,289393.19,295866.06,270908.47,289100.14,213262.31
2023-04-30,186124.36,331153.88,116949.82,115478.31,3033.19,3750.84,3954.43,3874.58,4129.08,4119.13,4910.88,3896.09,237867.75,246536.83,247486.53,240812.7,238918.5,248288.88,211456.79,294989.0,277420.62,297109.89,289393.19,295866.06,270908.47,289100.14
2023-05-01,109413.89,339120.21,90102.76,90102.76,2840.51,2998.55,3750.84,3954.43,3874.58,4129.08,4119.13,4910.88,186124.36,237867.75,246536.83,247486.53,240812.7,238918.5,248288.88,331153.88,294989.0,277420.62,297109.89,289393.19,295866.06,270908.47
2023-05-02,148022.77,346873.55,112092.23,112092.23,3042.68,2903.64,2998.55,3750.84,3954.43,3874.58,4129.08,4119.13,109413.89,186124.36,237867.75,246536.83,247486.53,240812.7,238918.5,339120.21,331153.88,294989.0,277420.62,297109.89,289393.19,295866.06
2023-05-03,162061.94,327779.28,122354.42,122354.42,3114.5,3055.14,2903.64,2998.55,3750.84,3954.43,3874.58,4129.08,148022.77,109413.89,186124.36,237867.75,246536.83,247486.53,240812.7,346873.55,339120.21,331153.88,294989.0,277420.62,297109.89,289393.19
2023-05-04,185689.17,249851.47,122990.26,122990.26,3609.86,3180.99,3055.14,2903.64,2998.55,3750.84,3954.43,3874.58,162061.94,148022.77,109413.89,186124.36,237867.75,246536.83,247486.53,327779.28,346873.55,339120.21,331153.88,294989.0,277420.62,297109.89
2023-05-05,182978.9,257929.47,119950.49,119950.49,3639.64,3630.04,3180.99,3055.14,2903.64,2998.55,3750.84,3954.43,185689.17,162061.94,148022.77,109413.89,186124.36,237867.75,246536.83,249851.47,327779.28,346873.55,339120.21,331153.88,294989.0,277420.62
2023-05-06,204564.77,251492.28,131151.57,131151.57,3833.42,3675.95,3630.04,3180.99,3055.14,2903.64,2998.55,3750.84,182978.9,185689.17,162061.94,148022.77,109413.89,186124.36,237867.75,257929.47,249851.47,327779.28,346873.55,339120.21,331153.88,294989.0
2023-05-07,195296.08,296268.86,132028.55,132028.55,3635.27,3829.27,3675.95,3630.04,3180.99,3055.14,2903.64,2998.55,204564.77,182978.9,185689.17,162061.94,148022.77,109413.89,186124.36,251492.28,257929.47,249851.47,327779.28,346873.55,339120.21,331153.88
2023-05-08,256019.18,225938.26,135755.04,135755.04,5235.14,3648.69,3829.27,3675.95,3630.04,3180.99,3055.14,2903.64,195296.08,204564.77,182978.9,185689.17,162061.94,148022.77,109413.89,296268.86,251492.28,257929.47,249851.47,327779.28,346873.55,339120.21
2023-05-09,221616.68,230084.71,135200.56,135200.56,5354.91,5036.23,3648.69,3829.27,3675.95,3630.04,3180.99,3055.14,256019.18,195296.08,204564.77,182978.9,185689.17,162061.94,148022.77,225938.26,296268.86,251492.28,257929.47,249851.47,327779.28,346873.55
2023-05-10,268390.96,222247.64,141932.12,142345.1,6060.01,5318.52,5036.23,3648.69,3829.27,3675.95,3630.04,3180.99,221616.68,256019.18,195296.08,204564.77,182978.9,185689.17,162061.94,230084.71,225938.26,296268.86,251492.28,257929.47,249851.47,327779.28
2023-05-11,257381.63,247701.19,132997.56,132997.56,5543.41,5722.98,5318.52,5036.23,3648.69,3829.27,3675.95,3630.04,268390.96,221616.68,256019.18,195296.08,204564.77,182978.9,185689.17,222247.64,230084.71,225938.26,296268.86,251492.28,257929.47,249851.47
2023-05-12,263628.99,232758.06,135639.69,135639.69,5799.13,5349.82,5722.98,5318.52,5036.23,3648.69,3829.27,3675.95,257381.63,268390.96,221616.68,256019.18,195296.08,204564.77,182978.9,247701.19,222247.64,230084.71,225938.26,296268.86,251492.28,257929.47
2023-05-13,247766.38,299006.39,151216.73,151216.73,4930.44,5570.63,5349.82,5722.98,5318.52,5036.23,3648.69,3829.27,263628.99,257381.63,268390.96,221616.68,256019.18,195296.08,204564.77,232758.06,247701.19,222247.64,230084.71,225938.26,296268.86,251492.28
2023-05-14,202358.85,331469.35,131188.75,131188.75,4061.72,4962.93,5570.63,5349.82,5722.98,5318.52,5036.23,3648.69,247766.38,263628.99,257381.63,268390.96,221616.68,256019.18,195296.08,299006.39,232758.06,247701.19,222247.64,230084.71,225938.26,296268.86
2023-05-15,218617.2,239400.21,126386.03,126386.03,4822.31,4110.29,4962.93,5570.63,5349.82,5722.98,5318.52,5036.23,202358.85,247766.38,263628.99,257381.63,268390.96,221616.68,256019.18,331469.35,299006.39,232758.06,247701.19,222247.64,230084.71,225938.26
2023-05-16,208067.34,265759.95,121905.52,121905.52,4603.59,5016.11,4110.29,4962.93,5570.63,5349.82,5722.98,5318.52,218617.2,202358.85,247766.38,263628.99,257381.63,268390.96,221616.68,239400.21,331469.35,299006.39,232758.06,247701.19,222247.64,230084.71
2023-05-17,247259.09,214387.03,119540.18,119540.18,5711.3,4730.93,5016.11,4110.29,4962.93,5570.63,5349.82,5722.98,208067.34,218617.2,202358.85,247766.38,263628.99,257381.63,268390.96,265759.95,239400.21,331469.35,299006.39,232758.06,247701.19,222247.64
2023-05-18,314821.72,202203.43,133325.44,133325.44,6677.67,5749.79,4730.93,5016.11,4110.29,4962.93,5570.63,5349.82,247259.09,208067.34,218617.2,202358.85,247766.38,263628.99,257381.63,214387.03,265759.95,239400.21,331469.35,299006.39,232758.06,247701.19
2023-05-19,308716.0,207998.9,142887.87,142887.87,6523.18,6061.33,5749.79,4730.93,5016.11,4110.29,4962.93,5570.63,314821.72,247259.09,208067.34,218617.2,202358.85,247766.38,263628.99,202203.43,214387.03,265759.95,239400.21,331469.35,299006.39,232758.06
2023-05-20,305828.6,211987.94,142295.88,142295.88,6574.89,6227.88,6061.33,5749.79,4730.93,5016.11,4110.29,4962.93,308716.0,314821.72,247259.09,208067.34,218617.2,202358.85,247766.38,207998.9,202203.43,214387.03,265759.95,239400.21,331469.35,299006.39
2023-05-21,240582.41,269436.42,130089.58,130089.58,5116.54,6344.38,6227.88,6061.33,5749.79,4730.93,5016.11,4110.29,305828.6,308716.0,314821.72,247259.09,208067.34,218617.2,202358.85,211987.94,207998.9,202203.43,214387.03,265759.95,239400.21,331469.35
2023-05-22,270732.04,278827.37,144738.34,144738.34,5618.67,5440.37,6344.38,6227.88,6061.33,5749.79,4730.93,5016.11,240582.41,305828.6,308716.0,314821.72,247259.09,208067.34,218617.2,269436.42,211987.94,207998.9,202203.43,214387.03,265759.95,239400.21
2023-05-23,220527.56,301775.83,127597.28,127597.28,5017.12,5955.52,5440.37,6344.38,6227.88,6061.33,5749.79,4730.93,270732.04,240582.41,305828.6,308716.0,314821.72,247259.09,208067.34,278827.37,269436.42,211987.94,207998.9,202203.43,214387.03,265759.95
2023-05-24,214665.71,302921.14,136569.37,136569.37,5022.04,5114.18,5955.52,5440.37,6344.38,6227.88,6061.33,5749.79,220527.56,270732.04,240582.41,305828.6,308716.0,314821.72,247259.09,301775.83,278827.37,269436.42,211987.94,207998.9,202203.43,214387.03
2023-05-25,176723.89,410174.33,133426.23,133426.23,3470.08,5042.6,5114.18,5955.52,5440.37,6344.38,6227.88,6061.33,214665.71,220527.56,270732.04,240582.41,305828.6,308716.0,314821.72,302921.14,301775.83,278827.37,269436.42,211987.94,207998.9,202203.43
2023-05-26,177133.41,320176.61,119611.28,119611.28,3504.13,3416.19,5042.6,5114.18,5955.52,5440.37,6344.38,6227.88,176723.89,214665.71,220527.56,270732.04,240582.41,305828.6,308716.0,410174.33,302921.14,301775.83,278827.37,269436.42,211987.94,207998.9
2023-05-27,165325.84,355348.72,123621.79,123621.79,2897.59,3577.28,3416.19,5042.6,5114.18,5955.52,5440.37,6344.38,177133.41,176723.89,214665.71,220527.56,270732.04,240582.41,305828.6,320176.61,410174.33,302921.14,301775.83,278827.37,269436.42,211987.94
2023-05-28,198383.45,275413.77,121518.23,121518.23,3655.31,3010.98,3577.28,3416.19,5042.6,5114.18,5955.52,5440.37,165325.84,177133.41,176723.89,214665.71,220527.56,270732.04,240582.41,355348.72,320176.61,410174.33,302921.14,301775.83,278827.37,269436.42
2023-05-29,253748.06,229278.17,129749.63,129749.63,5576.32,3746.4,3010.98,3577.28,3416.19,5042.6,5114.18,5955.52,198383.45,165325.84,177133.41,176723.89,214665.71,220527.56,270732.04,275413.77,355348.72,320176.61,410174.33,302921.14,301775.83,278827.37
2023-05-30,227723.58,223902.41,125357.06,125357.06,5436.19,5497.69,3746.4,3010.98,3577.28,3416.19,5042.6,5114.18,253748.06,198383.45,165325.84,177133.41,176723.89,214665.71,220527.56,229278.17,275413.77,355348.72,320176.61,410174.33,302921.14,301775.83
2023-05-31,236116.0,231947.35,126125.54,126125.54,5943.32,5419.77,5497.69,3746.4,3010.98,3577.28,3416.19,5042.6,227723.58,253748.06,198383.45,165325.84,177133.41,176723.89,214665.71,223902.41,229278.17,275413.77,355348.72,320176.61,410174.33,302921.14
2023-06-01,273951.72,224625.67,156409.65,156409.65,6060.58,5796.67,5419.77,5497.69,3746.4,3010.98,3577.28,3416.19,236116.0,227723.58,253748.06,198383.45,165325.84,177133.41,176723.89,231947.35,223902.41,229278.17,275413.77,355348.72,320176.61,410174.33
2023-06-02,277978.88,263927.53,170591.1,170591.1,5641.77,5824.44,5796.67,5419.77,5497.69,3746.4,3010.98,3577.28,273951.72,236116.0,227723.58,253748.06,198383.45,165325.84,177133.41,224625.67,231947.35,223902.41,229278.17,275413.77,355348.72,320176.61
2023-06-03,271098.37,259864.04,161027.38,161027.38,5770.27,5484.91,5824.44,5796.67,5419.77,5497.69,3746.4,3010.98,277978.88,273951.72,236116.0,227723.58,253748.06,198383.45,165325.84,263927.53,224625.67,231947.35,223902.41,229278.17,275413.77,355348.72
2023-06-04,238219.62,272979.26,155368.31,155368.31,5690.8,5652.39,5484.91,5824.44,5796.67,5419.77,5497.69,3746.4,271098.37,277978.88,273951.72,236116.0,227723.58,253748.06,198383.45,259864.04,263927.53,224625.67,231947.35,223902.41,229278.17,275413.77
2023-06-05,262935.04,258405.15,161751.88,161751.88,5713.95,5767.79,5652.39,5484.91,5824.44,5796.67,5419.77,5497.69,238219.62,271098.37,277978.88,273951.72,236116.0,227723.58,253748.06,272979.26,259864.04,263927.53,224625.67,231947.35,223902.41,229278.17
2023-06-06,267302.92,191057.59,130210.09,130210.09,6527.92,5519.61,5767.79,5652.39,5484.91,5824.44,5796.67,5419.77,262935.04,238219.62,271098.37,277978.88,273951.72,236116.0,227723.58,258405.15,272979.26,259864.04,263927.53,224625.67,231947.35,223902.41
2023-06-07,277107.8,202071.07,133082.11,133082.11,6520.71,5952.11,5519.61,5767.79,5652.39,5484.91,5824.44,5796.67,267302.92,262935.04,238219.62,271098.37,277978.88,273951.72,236116.0,191057.59,258405.15,272979.26,259864.04,263927.53,224625.67,231947.35
2023-06-08,285738.25,210458.77,139278.26,139278.26,6281.36,6013.02,5952.11,5519.61,5767.79,5652.39,5484.91,5824.44,277107.8,267302.92,262935.04,238219.62,271098.37,277978.88,273951.72,202071.07,191057.59,258405.15,272979.26,259864.04,263927.53,224625.67
2023-06-09,257603.17,202160.85,135361.98,135361.98,6395.5,5666.94,6013.02,5952.11,5519.61,5767.79,5652.39,5484.91,285738.25,277107.8,267302.92,262935.04,238219.62,271098.37,277978.88,210458.77,202071.07,191057.59,258405.15,272979.26,259864.04,263927.53
2023-06-10,256558.9,199532.67,126293.64,126293.64,6551.3,5995.29,5666.94,6013.02,5952.11,5519.61,5767.79,5652.39,257603.17,285738.25,277107.8,267302.92,262935.04,238219.62,271098.37,202160.85,210458.77,202071.07,191057.59,258405.15,272979.26,259864.04
2023-06-11,212773.4,260458.78,128040.62,128040.62,5144.46,5906.11,5995.29,5666.94,6013.02,5952.11,5519.61,5767.79,256558.9,257603.17,285738.25,277107.8,267302.92,262935.04,238219.62,199532.67,202160.85,210458.77,202071.07,191057.59,258405.15,272979.26
2023-06-12,232430.89,240334.51,138432.39,138432.39,5588.93,5257.78,5906.11,5995.29,5666.94,6013.02,5952.11,5519.61,212773.4,256558.9,257603.17,285738.25,277107.8,267302.92,262935.04,260458.78,199532.67,202160.85,210458.77,202071.07,191057.59,258405.15
2023-06-13,207834.08,231936.58,123280.57,123280.57,5481.25,5542.31,5257.78,5906.11,5995.29,5666.94,6013.02,5952.11,232430.89,212773.4,256558.9,257603.17,285738.25,277107.8,267302.92,240334.51,260458.78,199532.67,202160.85,210458.77,202071.07,191057.59
2023-06-14,233179.73,235971.04,128001.47,128001.47,5666.47,5398.62,5542.31,5257.78,5906.11,5995.29,5666.94,6013.02,207834.08,232430.89,212773.4,256558.9,257603.17,285738.25,277107.8,231936.58,240334.51,260458.78,199532.67,202160.85,210458.77,202071.07
2023-06-15,201495.37,240702.85,114913.9,114913.9,5242.61,5525.88,5398.62,5542.31,5257.78,5906.11,5995.29,5666.94,233179.73,207834.08,232430.89,212773.4,256558.9,257603.17,285738.25,235971.04,231936.58,240334.51,260458.78,199532.67,202160.85,210458.77
2023-06-16,251335.32,219545.64,117132.96,117132.96,6020.42,5035.06,5525.88,5398.62,5542.31,5257.78,5906.11,5995.29,201495.37,233179.73,207834.08,232430.89,212773.4,256558.9,257603.17,240702.85,235971.04,231936.58,240334.51,260458.78,199532.67,202160.85
2023-06-17,301868.36,191123.55,123601.38,123601.38,6793.4,5629.85,5035.06,5525.88,5398.62,5542.31,5257.78,5906.11,251335.32,201495.37,233179.73,207834.08,232430.89,212773.4,256558.9,219545.64,240702.85,235971.04,231936.58,240334.51,260458.78,199532.67
2023-06-18,233084.43,239288.06,120164.75,120164.75,5424.31,6398.46,5629.85,5035.06,5525.88,5398.62,5542.31,5257.78,301868.36,251335.32,201495.37,233179.73,207834.08,232430.89,212773.4,191123.55,219545.64,240702.85,235971.04,231936.58,240334.51,260458.78
2023-06-19,293953.98,231448.64,138746.68,138746.68,5812.75,5248.36,6398.46,5629.85,5035.06,5525.88,5398.62,5542.31,233084.43,301868.36,251335.32,201495.37,233179.73,207834.08,232430.89,239288.06,191123.55,219545.64,240702.85,235971.04,231936.58,240334.51
2023-06-20,249989.44,234305.26,144081.43,144081.43,5535.99,5166.12,5248.36,6398.46,5629.85,5035.06,5525.88,5398.62,293953.98,233084.43,301868.36,251335.32,201495.37,233179.73,207834.08,231448.64,239288.06,191123.55,219545.64,240702.85,235971.04,231936.58
2023-06-21,283249.69,225678.58,148601.18,148601.18,6041.53,4995.2,5166.12,5248.36,6398.46,5629.85,5035.06,5525.88,249989.44,293953.98,233084.43,301868.36,251335.32,201495.37,233179.73,234305.26,231448.64,239288.06,191123.55,219545.64,240702.85,235971.04
2023-06-22,282722.1,246337.07,142178.43,142178.43,5779.97,5483.19,4995.2,5166.12,5248.36,6398.46,5629.85,5035.06,283249.69,249989.44,293953.98,233084.43,301868.36,251335.32,201495.37,225678.58,234305.26,231448.64,239288.06,191123.55,219545.64,240702.85
2023-06-23,251432.75,301600.45,147806.44,147806.44,5038.59,5267.17,5483.19,4995.2,5166.12,5248.36,6398.46,5629.85,282722.1,283249.69,249989.44,293953.98,233084.43,301868.36,251335.32,246337.07,225678.58,234305.26,231448.64,239288.06,191123.55,219545.64
2023-06-24,272433.65,286130.64,152688.55,152688.55,5518.0,4941.66,5267.17,5483.19,4995.2,5166.12,5248.36,6398.46,251432.75,282722.1,283249.69,249989.44,293953.98,233084.43,301868.36,301600.45,246337.07,225678.58,234305.26,231448.64,239288.06,191123.55
2023-06-25,211449.36,347771.75,143955.21,143315.02,4241.35,5314.97,4941.66,5267.17,5483.19,4995.2,5166.12,5248.36,272433.65,251432.75,282722.1,283249.69,249989.44,293953.98,233084.43,286130.64,301600.45,246337.07,225678.58,234305.26,231448.64,239288.06
2023-06-26,178198.41,414050.63,130684.59,130684.59,3079.14,4488.62,5314.97,4941.66,5267.17,5483.19,4995.2,5166.12,211449.36,272433.65,251432.75,282722.1,283249.69,249989.44,293953.98,347771.75,286130.64,301600.45,246337.07,225678.58,234305.26,231448.64
2023-06-27,194919.03,379318.24,130148.39,130148.39,3241.05,3132.32,4488.62,5314.97,4941.66,5267.17,5483.19,4995.2,178198.41,211449.36,272433.65,251432.75,282722.1,283249.69,249989.44,414050.63,347771.75,286130.64,301600.45,246337.07,225678.58,234305.26
2023-06-28,185033.02,339748.5,127559.52,127559.52,3644.33,3270.54,3132.32,4488.62,5314.97,4941.66,5267.17,5483.19,194919.03,178198.41,211449.36,272433.65,251432.75,282722.1,283249.69,379318.24,414050.63,347771.75,286130.64,301600.45,246337.07,225678.58
2023-06-29,168332.93,373833.52,130554.51,130554.51,2918.36,3669.77,3270.54,3132.32,4488.62,5314.97,4941.66,5267.17,185033.02,194919.03,178198.41,211449.36,272433.65,251432.75,282722.1,339748.5,379318.24,414050.63,347771.75,286130.64,301600.45,246337.07
2023-06-30,183525.02,336969.77,124032.05,124032.05,3725.97,2902.61,3669.77,3270.54,3132.32,4488.62,5314.97,4941.66,168332.93,185033.02,194919.03,178198.41,211449.36,272433.65,251432.75,373833.52,339748.5,379318.24,414050.63,347771.75,286130.64,301600.45
2023-07-01,181819.25,365043.21,135723.6,135723.6,3468.65,3671.95,2902.61,3669.77,3270.54,3132.32,4488.62,5314.97,183525.02,168332.93,185033.02,194919.03,178198.41,211449.36,272433.65,336969.77,373833.52,339748.5,379318.24,414050.63,347771.75,286130.64
2023-07-02,189153.01,358214.45,137708.99,137708.99,3077.73,3552.81,3671.95,2902.61,3669.77,3270.54,3132.32,4488.62,181819.25,183525.02,168332.93,185033.02,194919.03,178198.41,211449.36,365043.21,336969.77,373833.52,339748.5,379318.24,414050.63,347771.75
2023-07-03,230873.02,252282.83,133111.83,133111.83,4621.29,3249.42,3552.81,3671.95,2902.61,3669.77,3270.54,3132.32,189153.01,181819.25,183525.02,168332.93,185033.02,194919.03,178198.41,358214.45,365043.21,336969.77,373833.52,339748.5,379318.24,414050.63
2023-07-04,242704.74,251617.76,130850.75,130850.75,4927.94,4598.82,3249.42,3552.81,3671.95,2902.61,3669.77,3270.54,230873.02,189153.01,181819.25,183525.02,168332.93,185033.02,194919.03,252282.83,358214.45,365043.21,336969.77,373833.52,339748.5,379318.24
2023-07-05,227859.23,229317.21,127207.51,127207.51,5218.0,4832.51,4598.82,3249.42,3552.81,3671.95,2902.61,3669.77,242704.74,230873.02,189153.01,181819.25,183525.02,168332.93,185033.02,251617.76,252282.83,358214.45,365043.21,336969.77,373833.52,339748.5
2023-07-06,256795.64,247419.93,135030.93,135030.93,5230.51,4903.81,4832.51,4598.82,3249.42,3552.81,3671.95,2902.61,227859.23,242704.74,230873.02,189153.01,181819.25,183525.02,168332.93,229317.21,251617.76,252282.83,358214.45,365043.21,336969.77,373833.52
2023-07-07,206325.38,274710.1,113270.98,113270.98,4103.56,5028.17,4903.81,4832.51,4598.82,3249.42,3552.81,3671.95,256795.64,227859.23,242704.74,230873.02,189153.01,181819.25,183525.02,247419.93,229317.21,251617.76,252282.83,358214.45,365043.21,336969.77
